#,#,#,66,66,66,66,66,66,66,66,66,69,70,
#,#,#,Ra (Gaussian filter  0.03 in),Rp (Gaussian filter  0.03 in),Rsk (Gaussian filter  0.03 in),Rz (Gaussian filter  0.03 in),Rq (Gaussian filter  0.03 in),Rt (Gaussian filter  0.03 in),Rv (Gaussian filter  0.03 in),Rc (Gaussian filter  0.03 in  ISO 4287 w/o amendment 2),Rmr (Rz/4) (c = Rz/4 µin under the ref  5%  Gaussian filter  0.03 in),Name of the studiable,Length,
#,#,#,µin,µin,<no unit>,µin,µin,µin,µin,µin,%,<no unit>,in,
2026/06/11,08:34:43,C:\Users\THP\Desktop\35mm Sleeve Database\13\TH_Template_10_2025 --- 13_1.mnt,11.12502579,36.88829522,-0.4290921383,84.25442915,14.09202247,95.36849125,47.36613393,31.69980652,52.9139783,13_1,0.1966513293,
2026/06/11,08:34:46,C:\Users\THP\Desktop\35mm Sleeve Database\13\TH_Template_10_2025 --- 13_2.mnt,10.95375325,46.83701358,-0.04778793282,89.74575272,13.77338926,124.8228729,42.90873914,33.89206914,60.00624378,13_2,0.1966683198,
2026/06/11,08:34:48,C:\Users\THP\Desktop\35mm Sleeve Database\13\TH_Template_10_2025 --- 13_3.mnt,11.16328658,32.93882848,-0.4150388906,78.501104,13.99163433,95.58363692,45.56227552,30.59427682,51.56955974,13_3,0.19664675,
2026/06/11,08:34:51,C:\Users\THP\Desktop\35mm Sleeve Database\13\TH_Template_10_2025 --- 13_4.mnt,11.30292965,39.53036766,-0.5805974871,94.48657708,14.53289765,125.9035973,54.95620942,34.31020252,57.87534831,13_4,0.1966570352,
