#,#,#,66,66,66,66,66,66,66,66,66,69,70,
#,#,#,Ra (Gaussian filter  0.03 in),Rp (Gaussian filter  0.03 in),Rsk (Gaussian filter  0.03 in),Rz (Gaussian filter  0.03 in),Rq (Gaussian filter  0.03 in),Rt (Gaussian filter  0.03 in),Rv (Gaussian filter  0.03 in),Rc (Gaussian filter  0.03 in  ISO 4287 w/o amendment 2),Rmr (Rz/4) (c = Rz/4 µin under the ref  5%  Gaussian filter  0.03 in),Name of the studiable,Length,
#,#,#,µin,µin,<no unit>,µin,µin,µin,µin,µin,%,<no unit>,in,
2026/06/11,08:39:04,C:\Users\THP\Desktop\35mm Sleeve Database\43\TH_Template_10_2025 --- 43_1.mnt,2.080938136,6.671663871,-0.3565111022,15.49434946,2.651436439,24.12371238,8.822685592,5.973620672,54.35944217,43_1,0.1967171258,
2026/06/11,08:39:06,C:\Users\THP\Desktop\35mm Sleeve Database\43\TH_Template_10_2025 --- 43_2.mnt,2.348756697,7.238100663,-0.6716647767,20.23999588,2.996924378,31.28852727,13.00189521,6.784730098,59.08222935,43_2,0.1966668116,
2026/06/11,08:39:09,C:\Users\THP\Desktop\35mm Sleeve Database\43\TH_Template_10_2025 --- 43_3.mnt,1.735108115,5.075393457,-0.638360799,14.18130778,2.20221378,15.95649921,9.10591432,5.011250051,60.92642699,43_3,0.1966507659,
2026/06/11,08:39:12,C:\Users\THP\Desktop\35mm Sleeve Database\43\TH_Template_10_2025 --- 43_4.mnt,1.707649245,4.931058303,-0.8731367523,17.07438567,2.211214441,19.35338959,12.14332737,5.202831169,72.02236876,43_4,0.1966611965,
