#,#,#,66,66,66,66,66,66,66,66,66,69,70,
#,#,#,Ra (Gaussian filter  0.03 in),Rp (Gaussian filter  0.03 in),Rsk (Gaussian filter  0.03 in),Rz (Gaussian filter  0.03 in),Rq (Gaussian filter  0.03 in),Rt (Gaussian filter  0.03 in),Rv (Gaussian filter  0.03 in),Rc (Gaussian filter  0.03 in  ISO 4287 w/o amendment 2),Rmr (Rz/4) (c = Rz/4 µin under the ref  5%  Gaussian filter  0.03 in),Name of the studiable,Length,
#,#,#,µin,µin,<no unit>,µin,µin,µin,µin,µin,%,<no unit>,in,
2026/06/11,08:36:25,C:\Users\THP\Desktop\35mm Sleeve Database\23\TH_Template_10_2025 --- 23_1.mnt,11.01220105,47.17631764,-0.2642407273,98.89853531,14.26215039,131.3839122,51.72221767,34.17866973,60.06304888,23_1,0.1966470226,
2026/06/11,08:36:28,C:\Users\THP\Desktop\35mm Sleeve Database\23\TH_Template_10_2025 --- 23_2.mnt,10.95933402,39.86192243,-0.3194375099,85.29208583,14.10778075,120.5011013,45.4301634,34.0946694,49.78354823,23_2,0.1966609966,
2026/06/11,08:36:31,C:\Users\THP\Desktop\35mm Sleeve Database\23\TH_Template_10_2025 --- 23_3.mnt,10.7124748,32.95458027,-0.51399532,79.37165675,13.56972713,99.39453846,46.41707648,31.25700193,53.78092538,23_3,0.1966569443,
2026/06/11,08:36:33,C:\Users\THP\Desktop\35mm Sleeve Database\23\TH_Template_10_2025 --- 23_4.mnt,10.29559651,39.48219805,-0.4053502198,87.40125589,13.35225035,118.8619044,47.91905784,30.07991441,59.75686235,23_4,0.196673208,
