#,#,#,66,66,66,66,66,66,66,66,66,69,70,
#,#,#,Ra (Gaussian filter  0.03 in),Rp (Gaussian filter  0.03 in),Rsk (Gaussian filter  0.03 in),Rz (Gaussian filter  0.03 in),Rq (Gaussian filter  0.03 in),Rt (Gaussian filter  0.03 in),Rv (Gaussian filter  0.03 in),Rc (Gaussian filter  0.03 in  ISO 4287 w/o amendment 2),Rmr (Rz/4) (c = Rz/4 µin under the ref  5%  Gaussian filter  0.03 in),Name of the studiable,Length,
#,#,#,µin,µin,<no unit>,µin,µin,µin,µin,µin,%,<no unit>,in,
2026/06/11,08:36:36,C:\Users\THP\Desktop\35mm Sleeve Database\25\TH_Template_10_2025 --- 25_1.mnt,1.693813621,4.316767396,-0.5094582783,11.97783221,2.094965732,14.65645501,7.661064812,4.952159841,51.48686486,25_1,0.1966481129,
2026/06/11,08:36:38,C:\Users\THP\Desktop\35mm Sleeve Database\25\TH_Template_10_2025 --- 25_2.mnt,2.232690351,9.935807961,-0.705924948,25.10074859,3.043102057,57.10901916,15.16494063,7.811354499,80.63150114,25_2,0.1966595065,
2026/06/11,08:36:41,C:\Users\THP\Desktop\35mm Sleeve Database\25\TH_Template_10_2025 --- 25_3.mnt,1.929791588,5.448423128,-0.5743119544,15.21975025,2.446476675,18.42506676,9.771327126,5.641696534,58.63805026,25_3,0.1966615236,
2026/06/11,08:36:43,C:\Users\THP\Desktop\35mm Sleeve Database\25\TH_Template_10_2025 --- 25_4.mnt,2.139474917,5.213027373,-0.7993666442,16.16112347,2.720050255,19.89072423,10.9480961,6.37277212,58.02545282,25_4,0.1967271586,
