#,#,#,66,66,66,66,66,66,66,66,66,69,70,
#,#,#,Ra (Gaussian filter  0.03 in),Rp (Gaussian filter  0.03 in),Rsk (Gaussian filter  0.03 in),Rz (Gaussian filter  0.03 in),Rq (Gaussian filter  0.03 in),Rt (Gaussian filter  0.03 in),Rv (Gaussian filter  0.03 in),Rc (Gaussian filter  0.03 in  ISO 4287 w/o amendment 2),Rmr (Rz/4) (c = Rz/4 µin under the ref  5%  Gaussian filter  0.03 in),Name of the studiable,Length,
#,#,#,µin,µin,<no unit>,µin,µin,µin,µin,µin,%,<no unit>,in,
2026/06/11,08:39:14,C:\Users\THP\Desktop\35mm Sleeve Database\45\TH_Template_10_2025 --- 45_1.mnt,1.875309799,5.476538165,-0.8701697123,17.4674085,2.406014507,22.9720431,11.99087034,5.82840647,67.85573065,45_1,0.1966259252,
2026/06/11,08:39:17,C:\Users\THP\Desktop\35mm Sleeve Database\45\TH_Template_10_2025 --- 45_2.mnt,1.76498496,4.801445592,-0.9385851899,16.17917072,2.288666339,24.05164545,11.37772513,5.553632232,65.72131577,45_2,0.196634048,
2026/06/11,08:39:20,C:\Users\THP\Desktop\35mm Sleeve Database\45\TH_Template_10_2025 --- 45_3.mnt,1.947674545,5.190492867,-1.428348803,20.33052973,2.699788963,29.39769658,15.14003687,6.289925179,79.8797068,45_3,0.1966265067,
2026/06/11,08:39:23,C:\Users\THP\Desktop\35mm Sleeve Database\45\TH_Template_10_2025 --- 45_4.mnt,1.488766633,4.040861911,-1.086318371,13.85866523,1.964880344,17.14069669,9.817803316,4.552959471,71.41013855,45_4,0.1966158581,
