#,#,#,66,66,66,66,66,66,66,66,66,69,70,
#,#,#,Ra (Gaussian filter  0.03 in),Rp (Gaussian filter  0.03 in),Rsk (Gaussian filter  0.03 in),Rz (Gaussian filter  0.03 in),Rq (Gaussian filter  0.03 in),Rt (Gaussian filter  0.03 in),Rv (Gaussian filter  0.03 in),Rc (Gaussian filter  0.03 in  ISO 4287 w/o amendment 2),Rmr (Rz/4) (c = Rz/4 µin under the ref  5%  Gaussian filter  0.03 in),Name of the studiable,Length,
#,#,#,µin,µin,<no unit>,µin,µin,µin,µin,µin,%,<no unit>,in,
2026/06/11,08:36:15,C:\Users\THP\Desktop\35mm Sleeve Database\22\TH_Template_10_2025 --- 22_1.mnt,10.59490556,36.84946547,-0.4313162145,78.25678196,13.33340566,97.6256802,41.40731649,32.02317169,52.3299131,22_1,0.1966474587,
2026/06/11,08:36:18,C:\Users\THP\Desktop\35mm Sleeve Database\22\TH_Template_10_2025 --- 22_2.mnt,10.90328055,43.94450774,-0.239677656,90.65018342,13.93581644,125.8281524,46.70567568,33.24125298,60.00114228,22_2,0.1966524559,
2026/06/11,08:36:20,C:\Users\THP\Desktop\35mm Sleeve Database\22\TH_Template_10_2025 --- 22_3.mnt,10.94766418,38.94718535,-0.1281958558,80.55958509,13.77445853,100.2122904,41.61239974,32.04253639,48.32108901,22_3,0.1966710819,
2026/06/11,08:36:23,C:\Users\THP\Desktop\35mm Sleeve Database\22\TH_Template_10_2025 --- 22_4.mnt,11.07067041,34.5171057,-0.2963874704,76.75074969,14.00001728,80.43340871,42.23364399,30.55714915,43.92223856,22_4,0.1967130727,
